id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
1683,"Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29",Chase Rice,Ignite the Night,,,2014 Dack Janiels Records,3:55,19-Aug-14
1684,Best of Cr247 Ignite the Night ( Party Edition ) 6:57 19-Aug-14,Chase Rice,,"Country , Music , Urban Cowboy , Contemporary Country",Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",,
1685,"Best of Cr247 Chase Rice Ignite the Night ( Party Edition ) Country , Music , Urban Cowboy , Contemporary Country 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . 19-Aug-14",,,,Album Only,,6:57,
1686,Best of Cr247 Chase Rice 6:57 19-Aug-14,,Ignite the Night ( Party Edition ),"Country , Music , Urban Cowboy , Contemporary Country",Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",,
1687,Best of Cr247 Chase Rice Ignite the Night ( Party Edition ) Album Only 6:57,,,"Country , Music , Urban Cowboy , Contemporary Country",,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",,19-Aug-14
1688,"Best of Cr247 Chase Rice Country , Music , Urban Cowboy , Contemporary Country 6:57",,Ignite the Night ( Party Edition ),,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",,19-Aug-14
1689,"Best of Cr247 Chase Rice Ignite the Night ( Party Edition ) Album Only 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",,,"Country , Music , Urban Cowboy , Contemporary Country",,,6:57,19-Aug-14
1690,"Beats a Million Bucks Chase Rice Country , Music , Rock $ 0.99 2011 Artist Revolution 8-Mar-11",,Country As Me,,,,4:15,
1691,"Beats a Million Bucks Country , Music , Rock $ 0.99 2011 Artist Revolution 4:15",Chase Rice,Country As Me,,,,,8-Mar-11
1692,"Happy Hour ( Worktape ) Country , Music 2012 Dack Janiels Music 20-Mar-12",Chase Rice,Dirt Road Communion,,$ 0.99,,7:43,
1693,Happy Hour ( Worktape ) 2012 Dack Janiels Music,Chase Rice,Dirt Road Communion,"Country , Music",$ 0.99,,7:43,20-Mar-12
1694,"Happy Hour ( Worktape ) Chase Rice Country , Music $ 0.99 7:43 20-Mar-12",,Dirt Road Communion,,,2012 Dack Janiels Music,,
1695,Happy Hour ( Worktape ) Chase Rice 2012 Dack Janiels Music,,Dirt Road Communion,"Country , Music",$ 0.99,,7:43,20-Mar-12
1696,Happy Hour ( Worktape ) Chase Rice Dirt Road Communion,,,"Country , Music",$ 0.99,2012 Dack Janiels Music,7:43,20-Mar-12
1697,"Happy Hour ( Worktape ) Chase Rice Country , Music $ 0.99 7:43 20-Mar-12",,Dirt Road Communion,,,2012 Dack Janiels Music,,
1698,Happy Hour ( Worktape ) Chase Rice 2012 Dack Janiels Music 7:43 20-Mar-12,,Dirt Road Communion,"Country , Music",$ 0.99,,,
1699,Happy Hour ( Worktape ) Chase Rice $ 0.99 2012 Dack Janiels Music 7:43 20-Mar-12,,Dirt Road Communion,"Country , Music",,,,
1700,"Happy Hour ( Worktape ) Country , Music 2012 Dack Janiels Music 7:43",Chase Rice,Dirt Road Communion,,$ 0.99,,,20-Mar-12
1701,Jack Daniels and Jesus $ 1.29 2014 Dack Janiels Records,Chase Rice,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",,,3:55,19-Aug-14
1702,"Jack Daniels and Jesus Chase Rice Country , Music , Urban Cowboy , Contemporary Country",,Ignite the Night,,$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14
1703,Jack Daniels and Jesus Ignite the Night 2014 Dack Janiels Records 19-Aug-14,Chase Rice,,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,,3:55,
1704,"Jack Daniels and Jesus Country , Music , Urban Cowboy , Contemporary Country $ 1.29 19-Aug-14",Chase Rice,Ignite the Night,,,2014 Dack Janiels Records,3:55,
1705,Jack Daniels and Jesus Ignite the Night $ 1.29 2014 Dack Janiels Records,Chase Rice,,"Country , Music , Urban Cowboy , Contemporary Country",,,3:55,19-Aug-14
1706,Jack Daniels and Jesus Ignite the Night $ 1.29 2014 Dack Janiels Records 19-Aug-14,Chase Rice,,"Country , Music , Urban Cowboy , Contemporary Country",,,3:55,
1707,Jack Daniels and Jesus Chase Rice Ignite the Night,,,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,2014 Dack Janiels Records,3:55,19-Aug-14
1708,"Jack Daniels and Jesus Ignite the Night Country , Music , Urban Cowboy , Contemporary Country 2014 Dack Janiels Records 19-Aug-14",Chase Rice,,,$ 1.29,,3:55,
1709,Jack Daniels and Jesus Chase Rice Ignite the Night 2014 Dack Janiels Records 3:55,,,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,,,19-Aug-14
1710,Jack Daniels and Jesus Chase Rice $ 1.29 2014 Dack Janiels Records 3:55 19-Aug-14,,Ignite the Night,"Country , Music , Urban Cowboy , Contemporary Country",,,,
1711,Jack Daniels and Jesus Chase Rice Ignite the Night $ 1.29 2014 Dack Janiels Records,,,"Country , Music , Urban Cowboy , Contemporary Country",,,3:55,19-Aug-14
1712,Jack Daniels and Jesus Chase Rice Ignite the Night $ 1.29 3:55,,,"Country , Music , Urban Cowboy , Contemporary Country",,2014 Dack Janiels Records,,19-Aug-14
1713,"Beats a Million Bucks Country , Music , Rock $ 0.99 2011 Artist Revolution 8-Mar-11",Chase Rice,Country As Me,,,,4:15,
1714,Happy Hour ( Worktape ) Chase Rice Dirt Road Communion $ 0.99 2012 Dack Janiels Music 20-Mar-12,,,"Country , Music",,,7:43,
1715,"Best of Cr247 Ignite the Night ( Party Edition ) Country , Music , Urban Cowboy , Contemporary Country 19-Aug-14",Chase Rice,,,Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",6:57,
1716,Best of Cr247 Chase Rice Ignite the Night ( Party Edition ) 19-Aug-14,,,"Country , Music , Urban Cowboy , Contemporary Country",Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",6:57,
1717,"Best of Cr247 Chase Rice Ignite the Night ( Party Edition ) Country , Music , Urban Cowboy , Contemporary Country Album Only 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . 19-Aug-14",,,,,,6:57,
1718,Best of Cr247 Ignite the Night ( Party Edition ) Album Only 6:57 19-Aug-14,Chase Rice,,"Country , Music , Urban Cowboy , Contemporary Country",,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",,
1719,"Best of Cr247 Chase Rice Country , Music , Urban Cowboy , Contemporary Country Album Only 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . 6:57",,Ignite the Night ( Party Edition ),,,,,19-Aug-14
1720,"Jack Daniels and Jesus Chase Rice Ignite the Night Country , Music , Urban Cowboy , Contemporary Country 2014 Dack Janiels Records",,,,$ 1.29,,3:55,19-Aug-14
1721,"Best of Cr247 Chase Rice Ignite the Night ( Party Edition ) Country , Music , Urban Cowboy , Contemporary Country Album Only 6:57",,,,,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",,19-Aug-14
1722,"Best of Cr247 Chase Rice Country , Music , Urban Cowboy , Contemporary Country Album Only 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . 6:57 19-Aug-14",,Ignite the Night ( Party Edition ),,,,,
1723,"Best of Cr247 Chase Rice Country , Music , Urban Cowboy , Contemporary Country Album Only 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . 19-Aug-14",,Ignite the Night ( Party Edition ),,,,6:57,
1724,"Boomerang ( Down Home Sessions ) Country , Music , Contemporary Country 2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S. 2:59 17-Nov-14",Cole Swindell,Down Home Sessions - EP,,$ 1.29,,,
1725,Boomerang ( Down Home Sessions ) $ 1.29,Cole Swindell,Down Home Sessions - EP,"Country , Music , Contemporary Country",,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,2:59,17-Nov-14
1726,"Boomerang ( Down Home Sessions ) Down Home Sessions - EP Country , Music , Contemporary Country 2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.",Cole Swindell,,,$ 1.29,,2:59,17-Nov-14
1727,"The Back Roads and the Back Row Country , Music , Contemporary Country 2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S. 3:41",Cole Swindell,Cole Swindell,,$ 1.29,,,18-Feb-14
1728,Boomerang ( Down Home Sessions ) Down Home Sessions - EP $ 1.29 2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S. 2:59,Cole Swindell,,"Country , Music , Contemporary Country",,,,17-Nov-14
1729,"The Back Roads and the Back Row Cole Swindell Country , Music , Contemporary Country 18-Feb-14",,Cole Swindell,,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:41,
1730,Boomerang ( Down Home Sessions ) Cole Swindell Down Home Sessions - EP $ 1.29 17-Nov-14,,,"Country , Music , Contemporary Country",,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,2:59,
1731,The Back Roads and the Back Row $ 1.29 3:41 18-Feb-14,Cole Swindell,Cole Swindell,"Country , Music , Contemporary Country",,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,,
1732,"The Back Roads and the Back Row Cole Swindell Country , Music , Contemporary Country $ 1.29",,Cole Swindell,,,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:41,18-Feb-14
1733,The Back Roads and the Back Row Cole Swindell Cole Swindell $ 1.29 3:41 18-Feb-14,,,"Country , Music , Contemporary Country",,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,,
1734,"The Back Roads and the Back Row Cole Swindell Country , Music , Contemporary Country 2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.",,Cole Swindell,,$ 1.29,,3:41,18-Feb-14
1735,"The Back Roads and the Back Row Cole Swindell Country , Music , Contemporary Country 3:41",,Cole Swindell,,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,,18-Feb-14
1736,The Back Roads and the Back Row Cole Swindell Cole Swindell $ 1.29 18-Feb-14,,,"Country , Music , Contemporary Country",,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:41,
1737,"The Back Roads and the Back Row Cole Swindell Country , Music , Contemporary Country 18-Feb-14",Cole Swindell,,,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:41,
1738,"The Back Roads and the Back Row Cole Swindell Cole Swindell Country , Music , Contemporary Country 18-Feb-14",,,,$ 1.29,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:41,
1739,"The Back Roads and the Back Row Cole Swindell Country , Music , Contemporary Country $ 1.29 18-Feb-14",,Cole Swindell,,,2014 Warner Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3:41,
1740,"Without You ( The Annual 2014 Us Edit ) [ feat . Totally Enormous Extinct Dinosaurs ] Dillon Francis Dance , Music 3:59 11-Nov-13",,The Annual 2014 - Ministry of Sound,,Album Only,2013 Ministry of Sound Recordings Ltd.,,
1741,"Party All Day ( Club Extended ) Pop , Music , Dance 4:30 2-May-11",DJ Snake,Party All Day - Single,,$ 0.99,2011 Fuzion,,
1742,Addicted 2 the Bass ( EDM Euphoria 2013 Edit ) [ Daahype 's Trap VIP ] Wideboys,,EDM Euphoria 2013,"Dance , Music",$ 1.29,2013 Euphoria,3:11,16-Sep-13
1743,"Ca n't Ruin My Fun Jahan Lennon Best of Jeffree 's , Vol . 1 Dance , Music , Electronic 2013 Mad Decent",,,,$ 1.29,,4:19,5-Nov-13
1744,"Do n't Let Me Spend Christmas Alone ( feat . Santell ) A Very Decent Christmas Dance , Music , Electronic",mitch murder,,,$ 1.29,2013 Mad Decent,3:18,5-Dec-13
1745,"Lunatic Dance , Music 2014 SpinninRecords.com 4:48",Mercer & DJ Snake,Lunatic - Single,,$ 0.99,,,21-Mar-14
1746,Whip ( Bonus Track ) Famous to Most Furious 7 ( Original Motion Picture Soundtrack ) 3:40 17-Mar-15,,,"Soundtrack , Music",$ 1.29,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,,
1747,"Whip ( Bonus Track ) Furious 7 ( Original Motion Picture Soundtrack ) Soundtrack , Music 3:40 17-Mar-15",Famous to Most,,,$ 1.29,This compilation 2015 Universal Studios and Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,,
1748,"I Got ta Feeling black eyed peas Pop , Music 4-Aug-14",,Until the Morning 2,,$ 1.29,2014 BY Music,4:49,
1749,"Get Low ( Neo Fresco Remix ) Dillon Francis & DJ Snake Get Low ( Remixes ) - EP Dance , Music",,,,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",4:42,2-Jun-15
1750,Get Low ( Neo Fresco Remix ) Dillon Francis & DJ Snake Get Low ( Remixes ) - EP 4:42 2-Jun-15,,,"Dance , Music",$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,
1751,"Get Low ( Neo Fresco Remix ) Dillon Francis & DJ Snake Dance , Music $ 1.29 2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment 4:42",,Get Low ( Remixes ) - EP,,,,,2-Jun-15
1752,"Get Low ( Neo Fresco Remix ) Dillon Francis & DJ Snake Dance , Music",,Get Low ( Remixes ) - EP,,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",4:42,2-Jun-15
1753,"Get Low ( Neo Fresco Remix ) Get Low ( Remixes ) - EP Dance , Music 4:42 2-Jun-15",Dillon Francis & DJ Snake,,,$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",,
1754,Party All Day ( Club Extended ) Party All Day - Single $ 0.99 2011 Fuzion 2-May-11,DJ Snake,,"Pop , Music , Dance",,,4:30,
1755,"Slow Down Yellow Claw , DJ Snake & Spanker Amsterdam Twerk Music - EP Dance , Music , Electronic 15-Oct-13",,,,$ 1.29,2013 Mad Decent,4:09,
1756,"Get Low ( feat . Rae Sremmurd ) [ Remix ] Money Sucks , Friends Rule Dance , Music , Electronic 2014 , 2015 Columbia Records , a Division of Sony Music Entertainment , Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment 3:34 7-Apr-15",Dillon Francis & DJ Snake,,,$ 1.29,,,
